demo[ZCTA5],[Mexicanos],[Negros],[Blancos],[Latinos],[Asiaticos],[Otros - no hispanos]
91324,6461,2218,11264,4119,4916,711
10562,607,4081,12852,12348,1185,672
33043,91,162,4108,507,75,34
62827,11,2,1105,17,23,44
91321,13779,868,13604,2732,2708,973
51554,0,0,110,20,0,0
10566,364,4737,7930,9015,781,1150
45616,0,4,1500,0,0,39
91320,5392,419,30123,3023,5249,1296
10567,200,1281,14501,3624,725,321
33042,57,175,5626,722,51,76
62828,8,0,1299,13,0,0
91316,3292,1060,20587,1033,2359,1154
61771,20,0,905,0,1,7
51555,108,0,4869,27,24,85
34465,198,590,14790,1165,396,105
62832,224,377,8080,17,60,240
33036,79,6,2919,275,2,12
91214,2253,120,17079,1267,9061,1155
10583,214,748,30287,1848,5527,1430
91203,1536,126,8245,944,2753,447
33032,2732,10958,4108,24640,513,330
45504,286,764,15908,88,219,648
51562,5,0,428,0,0,2
10596,0,34,1231,341,17,104
62838,53,0,1751,0,0,5
91202,1637,387,15483,1755,3075,882
10597,0,0,1043,111,0,0
33031,443,72,3308,3027,0,237
91201,2681,334,15683,1988,2225,599
61761,2192,5032,43048,941,2285,1314
34473,1004,4752,8412,5578,136,428
10598,165,835,23549,2861,1549,530
91108,857,167,4658,336,7317,340
62839,2,52,6286,17,3,145
45503,507,2325,28076,186,359,1423
51563,9,0,623,0,0,0
10601,1534,2367,4655,1480,1191,292
91107,5821,1858,13346,2189,7617,1196
33030,8283,5625,4751,15944,419,257
10603,963,4005,7670,2880,1198,713
91106,4827,1447,9949,2174,5339,1139
62841,0,0,119,0,0,36
45502,58,316,14653,31,84,226
51564,0,0,369,0,5,25
62837,41,90,8320,56,114,169
91326,2905,1189,17238,1652,11637,1547
10595,135,656,5507,1081,715,143
33033,7394,10578,6355,30411,723,495
61769,36,0,493,2,4,18
45601,320,3262,50069,388,403,2474
34471,248,4000,18450,1907,433,381
91210,0,8,667,59,144,8
51559,20,0,1607,0,0,15
10588,31,19,1827,834,0,37
62833,0,0,304,0,0,0
33035,791,4251,3889,7591,472,436
91208,913,37,11769,771,3105,585
10589,62,147,8315,461,208,36
45506,264,4695,7364,122,73,879
91207,360,7,7834,398,881,591
51560,180,1,2081,13,2,30
10590,70,233,5963,460,131,80
62835,0,6,957,2,0,4
33034,4302,7599,3359,6707,117,231
91206,2737,351,21814,2319,5838,1188
10591,796,1408,12412,7666,707,405
61764,420,1109,12669,210,54,252
34472,731,6490,15965,4622,324,1114
62836,0,0,762,0,0,7
91205,5988,778,21487,3439,5131,841
45505,456,2934,15611,125,4,896
51561,73,19,1168,0,9,19
10594,63,157,4320,370,93,73
91204,3822,531,7714,2251,3051,312
62824,0,0,1614,0,0,6
33051,0,50,594,52,0,0
10552,685,7560,7426,2906,662,381
91371,0,0,0,0,0,0
45629,36,149,2966,5,0,52
51543,5,0,524,0,0,14
10527,0,2,811,3,20,0
91367,2753,1724,27830,2149,5852,2011
33066,200,1886,12186,2035,398,426
62814,4,9,1964,4,0,55
91364,2814,1474,19159,1013,1891,1256
10528,335,346,9481,1269,1383,252
61777,4,0,707,0,0,23
45628,8,100,4711,53,0,78
91362,3796,416,25141,1966,3351,1192
51544,10,0,775,6,13,23
10530,85,1323,8188,1550,1334,320
62815,0,0,401,1,0,5
33065,1825,17156,19281,13445,2353,1800
34449,10,41,2479,52,8,37
91361,1244,228,16625,873,1172,666
10532,108,47,4200,415,223,26
62816,16,2,1409,0,0,22
91360,7354,332,28662,2056,3434,1384
45624,0,0,0,0,0,0
51545,3,0,296,0,0,2
10533,83,49,6094,598,631,135
33064,3783,18126,25740,9053,1477,1086
10526,0,53,1440,9,9,11
91356,2716,1050,20362,2442,1848,1310
62812,275,58,10481,46,136,118
34448,2,61,9821,141,70,318
33070,19,42,4261,1035,28,48
91401,9114,2005,17201,9252,2282,1165
51540,0,0,403,0,0,41
10519,0,0,135,0,2,0
61801,915,4637,17109,781,6984,1132
62809,0,0,115,0,0,0
91390,2964,361,13203,1110,1581,1327
45631,161,226,14233,21,113,341
34446,76,113,15306,352,231,319
10520,27,776,9703,1035,805,451
33069,843,11087,10285,3588,490,898
91387,11904,2837,17952,4472,5016,1925
51541,0,0,285,0,0,0
62810,0,0,1005,0,0,6
10522,231,543,8123,1072,802,287
91384,8527,1626,13397,2711,1939,1476
45630,36,0,81,0,0,0
33068,1454,28716,7249,10114,2332,1600
10523,581,2825,2468,2154,823,207
91381,1955,554,11692,1192,4461,936
61778,0,0,810,0,0,10
62811,0,0,191,0,0,2
51542,0,0,1049,24,0,36
10524,97,103,3568,177,141,182
91377,617,168,11038,422,2019,621
33067,419,3678,17161,4960,1435,478
10304,2890,10492,15239,8583,3736,1114
10535,0,0,554,39,17,75
91355,4546,711,19510,2395,4200,1767
61774,10,0,942,3,13,34
10546,0,4,984,153,264,28
91343,25032,2475,12837,13892,8388,1699
62821,59,37,7187,12,15,79
45620,2,0,1200,0,0,0
51550,0,0,151,0,0,0
10547,29,667,4755,1597,339,74
91342,60811,3446,12291,12034,5182,1458
33055,448,14199,1717,29062,385,163
62822,30,22,3210,0,4,13
10548,127,159,2667,393,32,20
91340,28161,765,1537,4480,331,407
45619,98,402,7640,0,44,33
51551,4,1,1620,13,0,4
91335,25114,3391,24137,16451,8922,2146
33054,144,19401,1260,10172,62,141
10549,210,423,10018,5065,554,287
34453,339,686,9037,349,106,191
61773,3,4,496,0,0,4
62823,5,0,1694,18,0,6
91331,69982,3204,4364,17653,5389,944
10550,1255,26143,3028,5396,796,1061
51552,0,0,241,0,0,4
45618,0,0,10,0,0,0
91330,840,402,1022,289,629,146
33056,206,27490,363,5878,225,589
61776,0,0,1377,0,2,10
91344,10867,2120,23573,6243,8321,2166
62820,0,0,116,0,0,4
45623,0,7,3010,0,9,21
51546,7,7,2693,9,0,58
10536,41,252,9314,574,418,176
62817,0,0,538,0,0,0
33063,962,11079,24936,12895,2109,1751
34450,149,284,9674,368,77,157
91354,3369,1806,16612,1712,5227,1332
10537,0,153,1174,114,52,48
62818,0,0,209,0,0,4
33062,98,619,18229,1917,252,349
91352,26120,652,8864,8044,2769,630
45622,0,0,220,0,0,0
10538,103,233,13773,1340,781,488
91351,11317,871,13496,3635,2716,1212
51548,7,0,358,0,0,0
61775,18,0,332,0,0,1
10541,297,228,22387,2568,534,357
91350,6292,1180,20549,3986,3504,1889
62819,6,0,457,0,0,0
33060,2408,13910,13550,4516,172,1037
10543,703,1394,13195,3674,1061,616
91345,9819,308,3335,3186,1788,327
45621,0,0,364,0,0,0
51549,5,0,396,0,0,0
34452,104,224,10091,453,181,127
10545,27,10,94,0,0,0
10604,85,581,7269,2472,647,99
62671,2,0,402,1,0,29
91768,22995,2448,4575,3003,2340,1004
10005,152,242,6064,444,1625,183
62573,91,30,1463,0,0,91
33194,216,995,599,5093,318,119
92069,20732,1486,19092,1292,4408,1672
10006,114,99,2018,273,686,87
62601,0,7,375,0,0,0
33193,641,967,4042,42783,1324,306
45721,0,0,40,0,0,0
92067,281,136,7938,520,111,141
51355,42,0,773,0,23,5
10007,104,325,4372,564,1062,313
51354,73,6,945,0,0,4
61851,0,0,266,0,0,3
92066,68,12,318,0,0,132
10009,1071,4463,30197,14129,7973,1966
62610,0,0,168,0,0,0
33190,91,2780,2709,8276,433,691
92065,8344,581,26019,773,674,1242
45719,0,9,1138,0,5,80
51357,0,0,570,0,0,19
10010,362,1757,21031,3690,4883,1131
92064,7071,687,32043,1917,5730,2315
10011,545,1861,36461,4972,5071,1494
62611,18,0,935,16,0,2
34238,201,26,16930,746,324,202
92070,108,0,622,9,71,224
45723,0,3,3383,0,12,11
10004,118,4,1991,132,744,55
61853,297,280,12716,236,62,228
8902,2556,7117,15302,5418,10548,814
33304,445,3212,11187,3107,419,482
92083,20310,1183,12507,1074,1333,960
34236,509,958,10121,319,62,188
45727,0,0,505,0,0,0
62570,31,0,423,0,0,6
8904,581,916,8900,1431,2155,262
92082,4221,90,12443,228,385,1355
51350,31,7,579,0,0,4
33301,100,1099,10118,1569,182,497
10001,253,2075,12258,3336,4975,435
92081,6210,624,17605,856,2728,953
62571,0,0,1290,8,0,8
10002,456,5638,16290,20298,33103,2311
92078,10107,1298,28709,1801,3635,2459
45724,0,97,1777,0,0,45
61852,0,0,240,6,0,0
33196,628,2094,7479,35584,1701,606
51351,19,17,4433,62,0,50
10003,511,2329,41137,3959,7321,1510
92075,1378,25,10026,290,363,466
62572,0,15,522,0,3,0
34237,3165,1464,10000,2406,252,169
92071,8238,1101,39696,2107,2385,3155
92061,587,3,491,28,35,902
45716,0,0,437,2,0,0
51358,15,0,1047,11,7,23
33189,390,4608,5693,15076,341,255
92054,13695,1601,22590,1202,1497,1938
45711,0,7,1314,12,0,28
51364,2,2,638,0,1,10
92040,6627,885,31757,868,974,2080
10020,0,0,0,0,0,0
61848,0,0,232,0,0,0
62618,1818,437,5119,390,4,54
92037,2196,462,29643,1155,3911,1292
10021,768,484,35480,2588,4280,1661
33183,477,398,3046,33923,512,113
34241,294,170,12918,326,173,193
45710,23,64,5345,0,5,37
51365,19,21,308,0,0,34
92036,308,6,2286,8,27,65
10022,116,539,24139,1756,3170,542
62621,11,0,1203,3,0,0
92029,3290,343,12647,676,1107,695
33182,152,1229,1093,15676,205,38
10023,841,1738,44699,5517,6092,1420
92028,15357,1019,27805,1788,1343,1156
51366,16,0,324,0,0,3
45701,436,1093,30053,553,1852,1104
10024,675,2428,43934,5912,4282,1285
61847,24,28,1089,7,0,1
62622,0,0,57,0,0,0
10019,1081,2091,23553,4939,6356,1485
51347,8,0,1423,1,2,9
33184,267,86,956,20470,264,28
34240,68,61,10336,658,267,73
10012,312,588,17492,1129,3959,1056
61850,0,1,506,0,0,3
34239,270,230,12750,937,199,607
92060,9,0,70,0,0,0
62612,26,0,1824,0,0,14
10013,402,1222,14596,1623,8957,1411
33187,443,1305,2870,13636,438,145
92059,473,25,185,21,55,418
10014,399,415,26451,1751,1746,702
62613,9,45,3541,20,36,94
92058,12150,3837,22598,3232,2032,2614
45715,53,0,2101,40,14,62
51360,82,26,8059,38,25,116
10016,233,1406,33021,4108,9850,1826
92057,18412,3376,25191,2312,5254,2580
33186,868,3504,16078,47179,1843,1410
61849,5,0,1732,8,11,9
62615,0,18,5461,115,39,26
10017,42,487,10890,1106,3732,276
92056,14505,2132,29394,2181,3602,2106
33185,487,263,2033,27579,437,111
45714,0,180,8911,83,44,175
51363,8,0,157,0,0,3
10018,409,470,4507,1190,2842,266
92055,1881,1242,8227,712,408,456
62617,0,0,701,0,7,0
92027,27393,1247,21125,1649,3830,1655
92084,23410,1367,22671,1424,1329,714
8901,16346,6969,12725,15385,5189,971
8858,0,0,144,0,0,0
61858,177,41,2579,67,9,35
92118,2525,678,17869,984,598,819
8859,109,1970,12743,2769,3802,413
62554,2,8,1319,11,14,90
33316,103,806,7431,1366,199,110
92117,11088,1018,32477,1921,5568,2417
8861,6447,3101,6094,37157,1219,372
45743,0,26,1517,3,0,12
51333,0,0,496,1,0,0
92116,7219,2273,19015,1239,1759,1415
51331,33,17,965,0,0,8
8863,107,1370,5956,2723,2289,294
92115,17717,8748,24437,2292,8702,2514
33315,301,789,8614,3358,61,342
61857,0,0,194,0,0,0
34232,2114,546,27172,3365,674,562
8865,256,2126,23262,2430,579,610
92114,27857,13200,6526,1965,17173,2967
45742,0,13,2804,0,17,0
51334,694,115,6203,109,30,46
62556,0,0,301,0,0,0
8867,48,5,4761,114,190,29
33314,347,2859,9596,9050,1124,792
62555,4,0,512,0,0,0
34231,904,311,25371,2278,499,324
45744,0,12,2581,0,0,94
92119,3265,645,16548,868,1320,810
92126,7898,3395,23358,3095,37401,5538
33322,135,7392,18061,11064,1683,661
62549,48,177,5759,0,29,280
8850,244,132,7154,365,806,103
92124,3628,1981,18171,1288,3883,2110
45746,0,0,482,0,0,6
92123,4650,2501,14769,1697,4438,2147
8852,0,1670,6785,750,8267,434
51250,877,45,7196,134,59,80
34229,57,0,6639,493,169,147
33321,379,9704,20995,13751,1035,1175
62550,21,14,2768,3,15,15
92122,3921,1299,23169,1131,15709,2085
8853,17,694,3727,318,491,0
61859,10,0,1227,0,16,14
45745,5,0,1427,0,0,0
33319,1148,26816,10001,7184,890,1152
92121,463,52,2066,215,1679,113
51301,343,47,11900,162,7,319
62551,0,4,582,0,0,40
8854,218,11028,17304,6170,21256,1456
92120,4302,1345,18613,1125,2305,828
8857,284,2184,27716,4584,5432,428
62553,0,0,556,0,0,0
33317,698,9057,15086,9702,1062,1196
92113,40451,6070,5543,2310,2523,990
62557,12,92,6936,16,0,30
8869,21,197,4528,1398,1208,187
92111,11683,2271,20381,1669,10212,2164
92104,14276,2998,22338,1536,2679,1961
51343,0,0,333,0,0,0
45734,17,6,593,0,0,0
8884,77,208,7003,842,195,93
62563,21,88,5525,5,45,23
92103,4662,1309,23494,1128,2125,1155
8886,0,451,5750,321,422,167
33308,188,578,22790,3029,711,365
62565,9,121,7326,92,0,55
92102,25563,4334,9004,1624,2609,1644
51345,44,1,358,4,4,8
8887,0,3,1021,30,48,22
45732,38,25,4355,7,0,109
92101,5493,2889,22273,1897,2955,1350
61854,51,0,1117,6,12,25
33306,11,25,2593,495,49,94
8889,40,8,8890,477,405,108
34235,673,538,10883,1854,98,380
92091,57,0,1261,17,138,0
62567,63,0,959,5,0,0
51346,83,12,2164,17,21,55
8890,0,0,0,0,0,0
92086,234,30,1177,35,58,138
45729,0,0,1489,24,0,0
33305,133,539,10035,1194,190,164
33309,1133,15945,11051,7376,1362,1069
62568,114,393,15092,122,49,215
8882,1459,1208,9644,2531,877,525
34234,1296,7808,9957,1820,264,260
45741,0,0,905,0,0,0
51338,5,0,969,0,0,0
33313,196,47620,6012,4736,1006,1547
8872,90,3292,11481,2195,3018,217
92110,4898,923,18574,851,2025,1237
61856,0,34,7430,68,60,8
34233,368,133,15552,1218,100,165
62558,4,9,3510,8,6,24
8873,788,14090,20037,6439,10334,1406
92109,5216,431,38545,1464,1378,1396
33312,676,18166,20852,13005,1136,879
45740,0,0,457,0,0,0
51341,0,0,33,0,0,2
8876,736,1521,15229,2511,2171,201
92108,2961,1723,11983,1383,2044,805
92107,3375,404,22846,900,829,938
8879,127,1387,16223,2843,2435,328
62560,0,0,1179,44,17,11
33311,873,58272,5257,2977,181,1104
51342,4,12,1124,60,0,0
45735,0,62,1669,0,14,0
92106,2247,663,13550,670,1129,605
8880,60,387,1979,1344,466,377
61855,0,0,157,0,0,0
62561,0,21,5054,8,41,60
92105,35980,10001,8486,3491,13030,1736
10025,1462,8816,52676,20046,8683,3034
33181,267,4806,5476,7177,716,170
62624,2,0,472,0,0,1
51449,4,27,2060,2,12,21
45680,29,223,11962,30,21,194
10167,0,0,0,0,0,0
61834,282,1089,6907,101,45,68
34286,267,1860,16567,736,307,989
91910,42624,2687,18087,2907,7434,2288
62655,0,0,571,0,0,5
10168,0,0,0,0,0,0
91906,958,75,2177,62,34,259
33160,715,1865,20713,15197,747,522
51450,38,8,1343,0,0,4
91911,57513,2449,12813,3439,6566,1461
10169,0,0,0,0,0,0
62656,555,3010,15947,371,116,1506
45679,0,0,2478,13,0,28
33158,100,232,3493,2540,240,288
10170,0,0,0,0,0,0
91902,8686,726,6551,658,2053,755
62661,46,2,1234,76,2,22
33157,1169,15392,16515,32039,1877,1404
51451,0,0,133,0,0,0
10171,0,0,0,0,0,0
91901,2764,257,14097,456,332,680
45678,0,0,1226,0,0,16
91905,184,93,850,2,6,404
10165,0,0,0,0,0,0
62650,559,2006,23241,249,212,681
33161,424,36804,5014,12372,1033,738
33166,443,1414,4206,17448,713,104
62643,3,0,458,3,0,11
45684,0,0,2081,0,0,96
51446,7,0,501,0,0,5
91931,0,0,397,77,0,0
10128,772,2357,44596,7440,5766,2075
91917,643,42,206,10,4,32
10152,0,0,0,0,0,0
33165,798,215,4322,50557,793,86
62644,17,37,4928,13,32,31
91916,179,13,1274,43,0,33
45682,0,0,2129,25,0,9
51447,0,0,185,0,2,0
10153,0,0,0,0,0,0
91915,13715,1770,5431,1316,6354,2093
61839,0,0,633,28,0,20
34285,42,172,17343,406,339,160
10154,0,0,0,0,0,0
33162,841,24984,6827,12253,1863,626
62649,0,0,469,0,0,5
91914,7279,836,3237,457,3800,1256
51448,32,0,452,0,0,0
45681,0,0,1486,0,0,116
10162,0,0,1069,0,94,90
91913,18206,3140,7516,2681,13776,2175
61833,114,0,2075,29,0,57
91803,9169,228,2607,2002,14928,568
10172,0,0,0,0,0,0
34287,438,1134,21413,739,756,970
91784,4917,773,15200,1208,3084,817
51458,8,0,1457,0,0,11
10279,0,0,0,0,0,0
62667,1,0,331,0,0,0
34289,45,0,2284,0,0,0
91780,6691,330,6090,1250,20502,811
10280,75,137,6661,1032,1630,310
91776,8353,216,2904,1318,24553,499
33149,372,39,4138,8133,199,54
45671,0,0,452,0,0,0
51459,1,0,71,0,0,0
62668,2,0,1316,0,0,0
10282,50,64,3683,338,1243,257
91775,5365,299,5385,1083,12682,575
33147,193,26130,888,18122,122,221
10301,2564,9898,15776,7084,2380,1817
91773,8556,944,15799,2870,4661,1392
61830,0,5,270,3,0,11
45669,9,22,9739,0,186,137
62670,27,9,3161,0,0,39
51461,76,0,872,7,16,55
10302,2676,3090,5829,4282,1232,649
91770,19454,138,2780,2859,37579,742
33146,268,633,6907,6683,685,329
10303,1776,8630,4591,7012,2061,492
45672,0,0,1559,0,0,10
34275,295,261,16456,217,315,496
61831,0,0,126,0,14,2
10278,0,0,0,0,0,0
51453,1,0,743,0,1,6
91801,15971,1266,5094,4147,27790,997
62663,0,0,291,0,0,5
10173,0,0,0,0,0,0
33156,714,380,12736,16547,2023,630
45674,16,90,591,6,3,20
91792,10866,1648,2095,2104,12279,501
62664,12,49,2651,0,21,23
10174,0,0,0,0,0,0
33155,626,438,6525,38182,458,373
91791,14600,1436,5743,2479,8750,476
51454,22,0,1482,102,0,10
10177,0,0,0,0,0,0
61832,1693,9451,23151,230,590,697
34288,935,1274,8298,138,0,180
91790,24796,1070,5802,4071,9410,1225
45673,0,0,459,0,0,31
62665,3,0,1467,0,0,21
10199,0,0,0,0,0,0
33154,92,134,8028,5823,186,403
91789,7630,1161,5844,1853,26264,1221
51455,81,2,2102,0,16,16
10271,0,0,0,0,0,0
62666,0,0,523,0,4,68
91786,19869,3552,18962,5462,3521,1585
33150,135,19836,1298,5994,159,166
10119,0,0,0,0,0,0
91932,12312,816,8770,1254,2333,1316
61840,0,0,901,0,0,0
51433,0,0,520,0,0,0
62628,0,0,818,0,0,5
10032,5672,8396,7850,37671,2568,1032
92011,2605,229,17746,1393,2112,814
33177,2084,6630,6459,40741,836,820
45695,0,0,506,0,0,6
10033,3123,2692,13475,37892,1331,840
92010,2263,143,11256,227,1267,395
34251,274,93,4550,213,28,89
51436,0,0,790,0,0,0
62629,152,94,12760,133,141,318
92009,3506,605,33428,1031,3773,1987
10034,2540,2297,7942,29583,861,728
33176,819,8435,12256,27095,1801,413
92008,4132,221,20019,648,1243,705
10035,3130,12795,3524,12192,1678,868
45694,24,71,11491,0,68,296
61844,0,0,806,17,0,20
92007,490,41,10278,407,443,270
51439,35,0,1018,35,1,6
10036,548,1754,14382,4063,4750,490
62630,0,1,440,0,0,0
33175,1197,220,3560,49058,368,59
92004,565,121,1661,20,87,66
10037,193,13147,1159,4517,503,593
92014,465,66,11047,487,1126,474
62631,0,0,266,0,0,0
10031,3505,15868,9577,27299,2067,2462
62627,2,0,949,9,0,17
34242,23,16,7131,190,97,109
92026,15808,901,25251,1839,4096,1432
51401,193,269,11223,124,0,91
45698,0,0,423,0,0,0
10026,818,19885,7484,7219,2076,1058
92025,26926,977,20176,1968,2213,1482
10027,1209,24338,15902,14232,6157,2282
33180,354,1133,19644,10484,264,486
92024,5504,367,38811,1452,2837,1275
62625,0,0,739,0,0,13
61846,63,68,4823,10,13,30
51430,12,3,818,0,0,16
10028,523,604,39099,2418,4396,1165
92021,17516,3308,40606,2253,1763,4106
45697,8,0,4983,0,0,95
33179,470,18501,9833,14024,1003,620
62626,106,158,7387,66,47,161
10029,6099,19377,13666,31547,6890,1832
92020,12296,3136,34917,2288,2270,3647
51431,3,0,431,0,0,7
34243,367,786,24133,2924,632,316
10030,996,17666,2692,7250,696,1058
92019,8668,1251,28119,1829,1330,2003
33178,1169,1026,5680,37692,1701,149
45696,0,0,1381,0,0,17
61845,2,0,273,0,0,0
34291,37,321,4715,573,0,255
45693,21,33,8213,0,0,38
92003,1023,130,3098,134,298,222
91948,0,0,13,0,0,0
62638,3,0,1289,0,0,6
51443,30,17,1853,0,0,5
10103,0,0,0,0,0,0
91945,11122,3165,8789,738,1689,1170
33169,189,33028,1889,5116,460,355
61841,9,5,1356,0,0,5
34269,0,311,3681,59,9,27
62639,4,0,253,0,0,0
10110,0,0,0,0,0,0
91942,8424,2300,23075,1701,2295,2000
45686,8,2,3651,0,0,21
51444,0,0,243,0,0,0
33168,100,19664,1539,7306,292,390
10111,0,0,0,0,0,0
91941,5778,2371,20071,1484,1109,2264
62640,5,2,3658,0,46,73
91935,1752,141,5634,147,204,469
10112,0,0,0,0,0,0
45685,0,20,693,0,0,22
51445,53,0,2719,6,0,8
33167,40,12920,569,6347,37,148
91934,53,0,107,58,56,0
62642,35,8,1456,21,0,4
10115,0,0,0,0,0,0
10075,47,341,18996,2206,1152,611
33174,352,966,2095,28431,553,183
45688,0,0,611,0,4,0
91950,38806,2544,6323,1774,11402,1229
51440,0,0,372,0,0,0
10038,162,1402,9519,3314,7315,588
34266,9261,4155,15718,1462,72,372
91980,595,0,0,0,0,0
61843,30,7,2260,9,3,17
10039,889,16280,1683,7539,388,692
62633,0,0,682,3,0,0
33173,416,631,5550,25560,339,200
91978,2712,1030,4691,369,576,426
45692,0,0,8180,6,0,172
51441,87,39,318,2,0,2
10040,1154,2658,9054,30262,1201,704
91977,25658,7129,18736,2454,5111,2977
62634,4,0,588,2,4,99
10044,87,1597,5123,1483,3030,411
33172,257,106,2100,38217,599,177
91963,558,0,412,18,0,0
45690,197,52,14461,27,77,381
51442,2786,202,5210,1304,31,375
61842,4,0,2528,8,0,80
10065,290,985,24523,1529,2305,369
34268,0,68,0,0,0,0
91962,89,2,1893,66,44,96
62635,9,7,553,0,0,29
10069,0,158,3764,31,1130,148
33170,415,4934,2441,6433,60,252
91105,1335,696,6729,518,2006,444
33029,376,8398,12425,19887,3923,1715
61760,29,0,2451,1,0,31
11236,263,85426,4167,5751,2722,1720
62932,64,41,1703,16,5,20
90056,401,5938,1011,252,272,244
61722,2,2,392,2,5,16
11237,8921,3885,8582,27520,3903,867
32814,308,372,5095,1162,458,137
90049,1243,446,28582,844,3216,1250
52072,0,0,219,0,2,0
45349,2,4,355,0,2,7
11238,716,21025,20882,5680,3200,2489
62933,16,24,1258,0,17,14
45350,0,0,122,0,0,0
90048,1180,548,17007,921,2078,988
34679,0,0,75,0,0,0
90047,8392,31197,648,6520,299,1250
52073,60,0,1173,23,5,24
11351,0,0,0,0,0,0
32812,733,2342,19296,11992,816,904
62934,0,3,932,0,17,3
90046,2363,2142,37597,3386,2854,2581
45348,1,0,1021,0,0,4
61721,5,0,632,0,0,7
11354,938,1727,9618,9414,35398,1456
32811,466,21212,7697,8493,712,1168
11239,46,6856,2759,2202,306,299
90057,12927,2059,2579,20691,9526,520
52070,0,1,889,0,0,0
32817,401,3029,19329,9097,2487,922
11230,3523,6559,59247,4987,12601,2016
90064,2622,994,16591,1045,4777,1003
32820,59,833,5021,2849,387,273
34669,337,159,10624,751,121,200
11231,623,4197,21372,6878,1755,1477
90063,48368,205,800,3813,701,255
62928,0,0,141,0,0,0
45352,0,41,188,0,0,0
52068,49,82,4151,28,14,79
11232,5444,1244,5577,10659,5849,614
90062,10714,10713,322,10640,389,912
32819,319,3709,16751,4385,1675,781
61723,33,3,1838,3,4,90
90061,14158,9484,179,2973,76,333
11233,837,54953,3740,10412,1097,1120
62930,34,94,5982,0,0,126
45351,0,2,259,0,0,0
52069,0,0,1610,0,14,13
90059,23577,14167,368,7072,327,516
11234,1132,42324,36913,8523,5253,1401
32818,755,34788,6576,5865,1758,2082
34677,634,878,16340,1795,1303,424
90058,1784,192,90,511,84,13
62931,14,0,1491,6,0,16
11235,2340,1970,56921,4256,11012,1738
90045,5104,5297,20517,2232,5553,2442
62935,0,4,1670,3,0,21
52074,0,0,395,0,0,0
11355,740,2536,6207,9813,60407,2325
62941,0,15,773,2,0,23
32807,1553,3081,10414,15293,1125,422
90037,25953,11775,1032,21204,636,851
11362,253,356,8098,1512,7404,575
45344,1399,32,14909,20,109,268
62942,0,0,535,0,0,3
90036,2019,1836,23442,1426,7162,2046
52079,0,0,858,0,0,7
11363,107,57,3856,1209,2252,96
